start_station_name,end_station_name,Count of ride_id
Bissell St & Armitage Ave,Dearborn St & Adams St,11
Bissell St & Armitage Ave,Dearborn St & Erie St,59
Bissell St & Armitage Ave,Dearborn St & Monroe St,103
Bissell St & Armitage Ave,Dearborn St & Van Buren St,2
Bissell St & Armitage Ave,Desplaines St & Jackson Blvd,14
Bissell St & Armitage Ave,Desplaines St & Kinzie St,57
Bissell St & Armitage Ave,Desplaines St & Randolph St,19
Bissell St & Armitage Ave,Drake Ave & Addison St,1
Bissell St & Armitage Ave,Drake Ave & Fullerton Ave,7
Bissell St & Armitage Ave,Dusable Harbor,7
Bissell St & Armitage Ave,Eckhart Park,13
Bissell St & Armitage Ave,Elizabeth (May) St & Fulton St,5
Bissell St & Armitage Ave,Elston Ave & Wabansia Ave,15
Bissell St & Armitage Ave,Fairbanks Ct & Grand Ave,25
Bissell St & Armitage Ave,Fairbanks St & Superior St,19
Bissell St & Armitage Ave,Federal St & Polk St,11
Bissell St & Armitage Ave,Field Blvd & South Water St,11
Bissell St & Armitage Ave,Financial Pl & Ida B Wells Dr,7
Bissell St & Armitage Ave,Fort Dearborn Dr & 31st St,3
Bissell St & Armitage Ave,Francisco Ave & Foster Ave,1
Bissell St & Armitage Ave,Franklin St & Adams St (Temp),1
Bissell St & Armitage Ave,Franklin St & Chicago Ave,20
Bissell St & Armitage Ave,Franklin St & Illinois St,22
Bissell St & Armitage Ave,Franklin St & Jackson Blvd,18
Bissell St & Armitage Ave,Franklin St & Lake St,14
Bissell St & Armitage Ave,Franklin St & Monroe St,5
Bissell St & Armitage Ave,Glenwood Ave & Morse Ave,1
Bissell St & Armitage Ave,Green St & Madison St,27
Bissell St & Armitage Ave,Green St & Randolph St,35
Bissell St & Armitage Ave,Greenview Ave & Diversey Pkwy,18
Bissell St & Armitage Ave,Greenview Ave & Fullerton Ave,108
Bissell St & Armitage Ave,Halsted St & 18th St,2
Bissell St & Armitage Ave,Halsted St & 21st St,2
Bissell St & Armitage Ave,Halsted St & 35th St,3
Bissell St & Armitage Ave,Halsted St & Archer Ave,4
Bissell St & Armitage Ave,Halsted St & Clybourn Ave,149
Bissell St & Armitage Ave,Halsted St & Dickens Ave,200
Bissell St & Armitage Ave,Halsted St & Maxwell St,2
Bissell St & Armitage Ave,Halsted St & North Branch St,9
Bissell St & Armitage Ave,Halsted St & Roscoe St,81
Bissell St & Armitage Ave,Halsted St & Willow St,76
Bissell St & Armitage Ave,Halsted St & Wrightwood Ave,163
Bissell St & Armitage Ave,Honore St & Division St,38
Bissell St & Armitage Ave,Humboldt Blvd & Armitage Ave,15
Bissell St & Armitage Ave,Indiana Ave & Roosevelt Rd,6
Bissell St & Armitage Ave,Jefferson St & Monroe St,2
Bissell St & Armitage Ave,Kedzie Ave & Lake St,1
Bissell St & Armitage Ave,Kedzie Ave & Milwaukee Ave,29
Bissell St & Armitage Ave,Kedzie Ave & Palmer Ct,6
Bissell St & Armitage Ave,Keystone Ave & Fullerton Ave,2
Bissell St & Armitage Ave,Kimball Ave & Belmont Ave,3
Bissell St & Armitage Ave,Kimbark Ave & 53rd St,4
Bissell St & Armitage Ave,Kingsbury St & Erie St,106
Bissell St & Armitage Ave,Kingsbury St & Kinzie St,141
Bissell St & Armitage Ave,Kosciuszko Park,1
Bissell St & Armitage Ave,Lake Shore Dr & Belmont Ave,48
Bissell St & Armitage Ave,Lake Shore Dr & Diversey Pkwy,167
Bissell St & Armitage Ave,Lake Shore Dr & Monroe St,22
Bissell St & Armitage Ave,Lake Shore Dr & North Blvd,139
Bissell St & Armitage Ave,Lake Shore Dr & Ohio St,29
Bissell St & Armitage Ave,Lake Shore Dr & Wellington Ave,80
Bissell St & Armitage Ave,Lakefront Trail & Bryn Mawr Ave,17
Bissell St & Armitage Ave,Lakefront Trail & Wilson Ave,9
Bissell St & Armitage Ave,Lakeview Ave & Fullerton Pkwy,149
Bissell St & Armitage Ave,Larrabee St & Armitage Ave,206
Bissell St & Armitage Ave,Larrabee St & Division St,62
Bissell St & Armitage Ave,Larrabee St & Kingsbury St,28
Bissell St & Armitage Ave,Larrabee St & Menomonee St,56
Bissell St & Armitage Ave,Larrabee St & North Ave,53
Bissell St & Armitage Ave,Larrabee St & Oak St,14
Bissell St & Armitage Ave,Larrabee St & Webster Ave,332
Bissell St & Armitage Ave,LaSalle Dr & Huron St,33
Bissell St & Armitage Ave,LaSalle St & Adams St,3
Bissell St & Armitage Ave,LaSalle St & Illinois St,26
Bissell St & Armitage Ave,LaSalle St & Jackson Blvd,15
Bissell St & Armitage Ave,LaSalle St & Washington St,7
Bissell St & Armitage Ave,Leavitt St & Addison St,22
Bissell St & Armitage Ave,Leavitt St & Armitage Ave,33
Bissell St & Armitage Ave,Leavitt St & Belmont Ave,4
Bissell St & Armitage Ave,Leavitt St & Chicago Ave,5
Bissell St & Armitage Ave,Leavitt St & Division St,5
Bissell St & Armitage Ave,Leavitt St & Division St (*),1
Bissell St & Armitage Ave,Leavitt St & North Ave,20
Bissell St & Armitage Ave,Lincoln Ave & Addison St,6
Bissell St & Armitage Ave,Lincoln Ave & Belle Plaine Ave,6
Bissell St & Armitage Ave,Lincoln Ave & Belmont Ave,39
Bissell St & Armitage Ave,Lincoln Ave & Diversey Pkwy,89
Bissell St & Armitage Ave,Lincoln Ave & Fullerton Ave,221
Bissell St & Armitage Ave,Lincoln Ave & Roscoe St,27
Bissell St & Armitage Ave,Lincoln Ave & Sunnyside Ave,7
Bissell St & Armitage Ave,Lincoln Ave & Waveland Ave,14
Bissell St & Armitage Ave,Lincoln Park Conservatory,72
Bissell St & Armitage Ave,Logan Blvd & Elston Ave,15
Bissell St & Armitage Ave,Loomis St & Jackson Blvd,2
Bissell St & Armitage Ave,Loomis St & Lexington St,2
Bissell St & Armitage Ave,Malcolm X College,1
Bissell St & Armitage Ave,Manor Ave & Leland Ave,2
Bissell St & Armitage Ave,Marine Dr & Ainslie St,5
Bissell St & Armitage Ave,Marshfield Ave & Cortland St,79
Bissell St & Armitage Ave,May St & Taylor St,8
Bissell St & Armitage Ave,McClurg Ct & Erie St,18
Bissell St & Armitage Ave,McClurg Ct & Illinois St,12
Bissell St & Armitage Ave,Michigan Ave & 14th St,2
Bissell St & Armitage Ave,Michigan Ave & 18th St,1
Bissell St & Armitage Ave,Michigan Ave & 8th St,6
Bissell St & Armitage Ave,Michigan Ave & Lake St,25
Bissell St & Armitage Ave,Michigan Ave & Madison St,7
Bissell St & Armitage Ave,Michigan Ave & Oak St,55
Bissell St & Armitage Ave,Michigan Ave & Pearson St,16
Bissell St & Armitage Ave,Michigan Ave & Washington St,10
Bissell St & Armitage Ave,Mies van der Rohe Way & Chestnut St,65
Bissell St & Armitage Ave,Mies van der Rohe Way & Chicago Ave,35
Bissell St & Armitage Ave,Millennium Park,15
Bissell St & Armitage Ave,Milwaukee Ave & Cuyler Ave,1
Bissell St & Armitage Ave,Milwaukee Ave & Grand Ave,41
Bissell St & Armitage Ave,Milwaukee Ave & Rockwell St,32
Bissell St & Armitage Ave,Milwaukee Ave & Wabansia Ave,42
Bissell St & Armitage Ave,Montrose Harbor,17
Bissell St & Armitage Ave,Morgan St & Lake St,31
Bissell St & Armitage Ave,Morgan St & Polk St,1
Bissell St & Armitage Ave,N Green St & W Lake St,1
Bissell St & Armitage Ave,Noble St & Milwaukee Ave,12
Bissell St & Armitage Ave,Oakley Ave & Irving Park Rd,3
Bissell St & Armitage Ave,Ogden Ave & Chicago Ave,13
Bissell St & Armitage Ave,Ogden Ave & Race Ave,7
Bissell St & Armitage Ave,Orleans St & Chestnut St (NEXT Apts),18
Bissell St & Armitage Ave,Orleans St & Elm St,20
Bissell St & Armitage Ave,Orleans St & Hubbard St,12
Bissell St & Armitage Ave,Orleans St & Merchandise Mart Plaza,10
Bissell St & Armitage Ave,Paulina Ave & North Ave,42
Bissell St & Armitage Ave,Paulina St & 18th St,3
Bissell St & Armitage Ave,Paulina St & Montrose Ave,5
Bissell St & Armitage Ave,Peoria St & Jackson Blvd,28
Bissell St & Armitage Ave,Pine Grove Ave & Irving Park Rd,34
Bissell St & Armitage Ave,Pine Grove Ave & Waveland Ave,23
Bissell St & Armitage Ave,Racine Ave & 18th St,2
Bissell St & Armitage Ave,Racine Ave & Belmont Ave,74
Bissell St & Armitage Ave,Racine Ave & Fullerton Ave,161
Bissell St & Armitage Ave,Racine Ave & Randolph St,5
Bissell St & Armitage Ave,Racine Ave & Washington Blvd,2
Bissell St & Armitage Ave,Racine Ave & Wrightwood Ave,80
Bissell St & Armitage Ave,Ravenswood Ave & Berteau Ave,3
Bissell St & Armitage Ave,Ravenswood Ave & Irving Park Rd,12
Bissell St & Armitage Ave,Ravenswood Ave & Lawrence Ave,6
Bissell St & Armitage Ave,Richmond St & Diversey Ave,6
Bissell St & Armitage Ave,Ritchie Ct & Banks St,70
Bissell St & Armitage Ave,Rockwell St & Eastwood Ave,1
Bissell St & Armitage Ave,Rush St & Cedar St,77
Bissell St & Armitage Ave,Rush St & Hubbard St,15
Bissell St & Armitage Ave,Rush St & Superior St,21
Bissell St & Armitage Ave,Sacramento Blvd & Franklin Blvd,2
Bissell St & Armitage Ave,Sangamon St & Washington Blvd,13
Bissell St & Armitage Ave,Sawyer Ave & Irving Park Rd,1
Bissell St & Armitage Ave,Sedgwick St & Huron St,13
Bissell St & Armitage Ave,Sedgwick St & North Ave,168
Bissell St & Armitage Ave,Sedgwick St & Schiller St,30
Bissell St & Armitage Ave,Sedgwick St & Webster Ave,132
Bissell St & Armitage Ave,Seeley Ave & Roscoe St,23
Bissell St & Armitage Ave,Shedd Aquarium,13
Bissell St & Armitage Ave,Sheffield Ave & Fullerton Ave,221
Bissell St & Armitage Ave,Sheffield Ave & Kingsbury St,485
Bissell St & Armitage Ave,Sheffield Ave & Waveland Ave,96
Bissell St & Armitage Ave,Sheffield Ave & Webster Ave,207
Bissell St & Armitage Ave,Sheffield Ave & Wellington Ave,180
Bissell St & Armitage Ave,Sheffield Ave & Willow St,295
Bissell St & Armitage Ave,Sheffield Ave & Wrightwood Ave,228
Bissell St & Armitage Ave,Sheridan Rd & Buena Ave,13
Bissell St & Armitage Ave,Sheridan Rd & Columbia Ave,1
Bissell St & Armitage Ave,Sheridan Rd & Irving Park Rd,26
Bissell St & Armitage Ave,Sheridan Rd & Lawrence Ave,5
Bissell St & Armitage Ave,Sheridan Rd & Loyola Ave,3
Bissell St & Armitage Ave,Sheridan Rd & Montrose Ave,7
Bissell St & Armitage Ave,Shore Dr & 55th St,1
Bissell St & Armitage Ave,Southport Ave & Belmont Ave,76
Bissell St & Armitage Ave,Southport Ave & Clark St,6
Bissell St & Armitage Ave,Southport Ave & Clybourn Ave,163
Bissell St & Armitage Ave,Southport Ave & Irving Park Rd,5
Bissell St & Armitage Ave,Southport Ave & Roscoe St,132
Bissell St & Armitage Ave,Southport Ave & Waveland Ave,56
Bissell St & Armitage Ave,Southport Ave & Wellington Ave,63
Bissell St & Armitage Ave,Southport Ave & Wrightwood Ave,115
Bissell St & Armitage Ave,Spaulding Ave & Armitage Ave,13
Bissell St & Armitage Ave,Spaulding Ave & Division St,2
Bissell St & Armitage Ave,St. Clair St & Erie St,40
Bissell St & Armitage Ave,St. Louis Ave & Fullerton Ave,2
Bissell St & Armitage Ave,State St & Harrison St,4
Bissell St & Armitage Ave,State St & Kinzie St,12
Bissell St & Armitage Ave,State St & Pearson St,22
Bissell St & Armitage Ave,State St & Randolph St,3
Bissell St & Armitage Ave,Stave St & Armitage Ave,31
Bissell St & Armitage Ave,Stetson Ave & South Water St,2
Bissell St & Armitage Ave,Stockton Dr & Wrightwood Ave,103
Bissell St & Armitage Ave,Streeter Dr & Grand Ave,47
Bissell St & Armitage Ave,Talman Ave & Addison St,2
Bissell St & Armitage Ave,Theater on the Lake,254
Bissell St & Armitage Ave,Troy St & Elston Ave,2
Bissell St & Armitage Ave,Troy St & North Ave,8
Bissell St & Armitage Ave,University Ave & 57th St,2
Bissell St & Armitage Ave,Unknown,164
Bissell St & Armitage Ave,W Armitage Ave & N Sheffield Ave,3
Bissell St & Armitage Ave,Wabash Ave & 16th St,2
Bissell St & Armitage Ave,Wabash Ave & 9th St,5
Bissell St & Armitage Ave,Wabash Ave & Adams St,5
Bissell St & Armitage Ave,Wabash Ave & Grand Ave,39
Bissell St & Armitage Ave,Wabash Ave & Roosevelt Rd,4
Bissell St & Armitage Ave,Wabash Ave & Wacker Pl,6
Bissell St & Armitage Ave,Wacker Dr & Washington St,7
Bissell St & Armitage Ave,Wallace St & 35th St,2
Bissell St & Armitage Ave,Walsh Park,19
Bissell St & Armitage Ave,Warren Park East,1
Bissell St & Armitage Ave,Washtenaw Ave & Lawrence Ave,1
Bissell St & Armitage Ave,Wells St & Concord Ln,273
Bissell St & Armitage Ave,Wells St & Elm St,141
Bissell St & Armitage Ave,Wells St & Evergreen Ave,248
Bissell St & Armitage Ave,Wells St & Hubbard St,58
Bissell St & Armitage Ave,Wells St & Huron St,162
Bissell St & Armitage Ave,Wells St & Polk St,13
Bissell St & Armitage Ave,Wells St & Walton St,23
Bissell St & Armitage Ave,Western Ave & Congress Pkwy,2
Bissell St & Armitage Ave,Western Ave & Division St,9
Bissell St & Armitage Ave,Western Ave & Fillmore St (*),1
Bissell St & Armitage Ave,Western Ave & Leland Ave,2
Bissell St & Armitage Ave,Western Ave & Monroe St,1
Bissell St & Armitage Ave,Western Ave & Roscoe St,4
Bissell St & Armitage Ave,Western Ave & Walton St,12
Bissell St & Armitage Ave,Western Ave & Winnebago Ave,48
Bissell St & Armitage Ave,Wilton Ave & Belmont Ave,179
Bissell St & Armitage Ave,Wilton Ave & Diversey Pkwy,188
Bissell St & Armitage Ave,Winchester Ave & Elston Ave,11
Bissell St & Armitage Ave,Winthrop Ave & Lawrence Ave,8
Bissell St & Armitage Ave,Wolcott (Ravenswood) Ave & Montrose Ave,6
Bissell St & Armitage Ave,Wood St & Augusta Blvd,16
Bissell St & Armitage Ave,Wood St & Chicago Ave,11
Bissell St & Armitage Ave,Wood St & Hubbard St,16
Bissell St & Armitage Ave,Wood St & Milwaukee Ave,59
Blackstone Ave & Hyde Park Blvd,63rd St Beach,10
Blackstone Ave & Hyde Park Blvd,Aberdeen St & Jackson Blvd,3
Blackstone Ave & Hyde Park Blvd,Adler Planetarium,14
Blackstone Ave & Hyde Park Blvd,Ashland Ave & 50th St,1
Blackstone Ave & Hyde Park Blvd,Ashland Ave & Lake St,1
Blackstone Ave & Hyde Park Blvd,Blackstone Ave & Hyde Park Blvd,910
Blackstone Ave & Hyde Park Blvd,Blue Island Ave & 18th St,2
Blackstone Ave & Hyde Park Blvd,Broadway & Belmont Ave,3
Blackstone Ave & Hyde Park Blvd,Broadway & Waveland Ave,1
Blackstone Ave & Hyde Park Blvd,Buckingham Fountain,10
Blackstone Ave & Hyde Park Blvd,Burnham Harbor,105
Blackstone Ave & Hyde Park Blvd,Calumet Ave & 18th St,3
Blackstone Ave & Hyde Park Blvd,Calumet Ave & 21st St,1
Blackstone Ave & Hyde Park Blvd,Calumet Ave & 33rd St,10
Blackstone Ave & Hyde Park Blvd,Calumet Ave & 35th St,7
Blackstone Ave & Hyde Park Blvd,Calumet Ave & 51st St,37
Blackstone Ave & Hyde Park Blvd,Calumet Ave & 71st St,1
Blackstone Ave & Hyde Park Blvd,Carpenter St & 63rd St,1
Blackstone Ave & Hyde Park Blvd,Cityfront Plaza Dr & Pioneer Ct,3
Blackstone Ave & Hyde Park Blvd,Clark St & 9th St (AMLI),2
Blackstone Ave & Hyde Park Blvd,Clark St & Armitage Ave,1
Blackstone Ave & Hyde Park Blvd,Clark St & Elm St,1
Blackstone Ave & Hyde Park Blvd,Clark St & Lincoln Ave,1
Blackstone Ave & Hyde Park Blvd,Clark St & Schiller St,2
Blackstone Ave & Hyde Park Blvd,Clark St & Wrightwood Ave,2
Blackstone Ave & Hyde Park Blvd,Clinton St & Lake St,1
Blackstone Ave & Hyde Park Blvd,Clinton St & Madison St,2
Blackstone Ave & Hyde Park Blvd,Clinton St & Roosevelt Rd,2
Blackstone Ave & Hyde Park Blvd,Columbus Dr & Randolph St,6
Blackstone Ave & Hyde Park Blvd,Commercial Ave & 83rd St,1
Blackstone Ave & Hyde Park Blvd,Cornell Ave & Hyde Park Blvd,192
Blackstone Ave & Hyde Park Blvd,Cornell Dr & Hayes Dr,11
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & 43rd St,47
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & 47th St,47
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & 51st St,61
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & 63rd St,7
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & 67th St,11
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & 78th St,1
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & 83rd St,2
Blackstone Ave & Hyde Park Blvd,Cottage Grove Ave & Oakwood Blvd,29
Blackstone Ave & Hyde Park Blvd,Damen Ave & Pershing Rd,1
Blackstone Ave & Hyde Park Blvd,Dearborn St & Adams St,2
Blackstone Ave & Hyde Park Blvd,Delano Ct & Roosevelt Rd,12
Blackstone Ave & Hyde Park Blvd,Desplaines St & Kinzie St,1
Blackstone Ave & Hyde Park Blvd,Desplaines St & Randolph St,1
Blackstone Ave & Hyde Park Blvd,Dorchester Ave & 49th St,113
Blackstone Ave & Hyde Park Blvd,Dorchester Ave & 63rd St,16
Blackstone Ave & Hyde Park Blvd,Dusable Harbor,13
Blackstone Ave & Hyde Park Blvd,DuSable Museum,8
Blackstone Ave & Hyde Park Blvd,Eberhart Ave & 61st St,3
Blackstone Ave & Hyde Park Blvd,Ellis Ave & 53rd St,120
Blackstone Ave & Hyde Park Blvd,Ellis Ave & 55th St,118
Blackstone Ave & Hyde Park Blvd,Ellis Ave & 58th St,245
Blackstone Ave & Hyde Park Blvd,Ellis Ave & 60th St,79
Blackstone Ave & Hyde Park Blvd,Emerald Ave & 28th St,4
Blackstone Ave & Hyde Park Blvd,Exchange Ave & 79th St,1
Blackstone Ave & Hyde Park Blvd,Fairbanks Ct & Grand Ave,10
Blackstone Ave & Hyde Park Blvd,Fairbanks St & Superior St,1
Blackstone Ave & Hyde Park Blvd,Field Museum,4
Blackstone Ave & Hyde Park Blvd,Fort Dearborn Dr & 31st St,36
Blackstone Ave & Hyde Park Blvd,Franklin St & Chicago Ave,1
Blackstone Ave & Hyde Park Blvd,Franklin St & Jackson Blvd,1
Blackstone Ave & Hyde Park Blvd,Franklin St & Lake St,1
Blackstone Ave & Hyde Park Blvd,Green St & Madison St,2
Blackstone Ave & Hyde Park Blvd,Greenwood Ave & 47th St,125
Blackstone Ave & Hyde Park Blvd,Halsted St & 21st St,1
Blackstone Ave & Hyde Park Blvd,Halsted St & 35th St,1
Blackstone Ave & Hyde Park Blvd,Halsted St & 37th St,2
Blackstone Ave & Hyde Park Blvd,Halsted St & 63rd St,2
Blackstone Ave & Hyde Park Blvd,Halsted St & Archer Ave,2
Blackstone Ave & Hyde Park Blvd,Halsted St & Dickens Ave,1
Blackstone Ave & Hyde Park Blvd,Harper Ave & 59th St,35
Blackstone Ave & Hyde Park Blvd,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),1
Blackstone Ave & Hyde Park Blvd,Indiana Ave & 26th St,1
Blackstone Ave & Hyde Park Blvd,Indiana Ave & 31st St,14
Blackstone Ave & Hyde Park Blvd,Indiana Ave & 40th St,3
Blackstone Ave & Hyde Park Blvd,Indiana Ave & Roosevelt Rd,24
Blackstone Ave & Hyde Park Blvd,Jeffery Blvd & 67th St,5
Blackstone Ave & Hyde Park Blvd,Jeffery Blvd & 71st St,4
Blackstone Ave & Hyde Park Blvd,Kimbark Ave & 53rd St,275
Blackstone Ave & Hyde Park Blvd,Lake Park Ave & 35th St,23
Blackstone Ave & Hyde Park Blvd,Lake Park Ave & 47th St,191
Blackstone Ave & Hyde Park Blvd,Lake Park Ave & 53rd St,78
Blackstone Ave & Hyde Park Blvd,Lake Park Ave & 56th St,53
Blackstone Ave & Hyde Park Blvd,Lake Shore Dr & Belmont Ave,2
Blackstone Ave & Hyde Park Blvd,Lake Shore Dr & Monroe St,102
Blackstone Ave & Hyde Park Blvd,Lake Shore Dr & North Blvd,3
Blackstone Ave & Hyde Park Blvd,Lake Shore Dr & Ohio St,3
Blackstone Ave & Hyde Park Blvd,Lakefront Trail & Wilson Ave,1
Blackstone Ave & Hyde Park Blvd,Larrabee St & Menomonee St,1
Blackstone Ave & Hyde Park Blvd,LaSalle Dr & Huron St,1
Blackstone Ave & Hyde Park Blvd,LaSalle St & Illinois St,2
Blackstone Ave & Hyde Park Blvd,LaSalle St & Washington St,2
Blackstone Ave & Hyde Park Blvd,Loomis St & Archer Ave,2
Blackstone Ave & Hyde Park Blvd,Loomis St & Lexington St,1
Blackstone Ave & Hyde Park Blvd,McClurg Ct & Erie St,3
Blackstone Ave & Hyde Park Blvd,McClurg Ct & Illinois St,4
Blackstone Ave & Hyde Park Blvd,McCormick Place,8
Blackstone Ave & Hyde Park Blvd,Michigan Ave & 14th St,8
Blackstone Ave & Hyde Park Blvd,Michigan Ave & 18th St,3
Blackstone Ave & Hyde Park Blvd,Michigan Ave & 8th St,5
Blackstone Ave & Hyde Park Blvd,Michigan Ave & Jackson Blvd,11
Blackstone Ave & Hyde Park Blvd,Michigan Ave & Lake St,5
Blackstone Ave & Hyde Park Blvd,Michigan Ave & Madison St,2
Blackstone Ave & Hyde Park Blvd,Michigan Ave & Oak St,7
Blackstone Ave & Hyde Park Blvd,Michigan Ave & Pearson St,2
Blackstone Ave & Hyde Park Blvd,Michigan Ave & Washington St,2
Blackstone Ave & Hyde Park Blvd,Mies van der Rohe Way & Chestnut St,3
Blackstone Ave & Hyde Park Blvd,Mies van der Rohe Way & Chicago Ave,1
Blackstone Ave & Hyde Park Blvd,Millennium Park,17
Blackstone Ave & Hyde Park Blvd,MLK Jr Dr & 29th St,8
Blackstone Ave & Hyde Park Blvd,MLK Jr Dr & 47th St,20
Blackstone Ave & Hyde Park Blvd,MLK Jr Dr & 56th St,7
Blackstone Ave & Hyde Park Blvd,MLK Jr Dr & 63rd St,3
Blackstone Ave & Hyde Park Blvd,MLK Jr Dr & Pershing Rd,27
Blackstone Ave & Hyde Park Blvd,Montrose Harbor,1
Blackstone Ave & Hyde Park Blvd,Morgan St & 31st St,2
Blackstone Ave & Hyde Park Blvd,Museum of Science and Industry,49
Blackstone Ave & Hyde Park Blvd,Ogden Ave & Roosevelt Rd,1
Blackstone Ave & Hyde Park Blvd,Orleans St & Hubbard St,1
Blackstone Ave & Hyde Park Blvd,Peoria St & Jackson Blvd,1
Blackstone Ave & Hyde Park Blvd,Pine Grove Ave & Irving Park Rd,2
Blackstone Ave & Hyde Park Blvd,Prairie Ave & 43rd St,4
Blackstone Ave & Hyde Park Blvd,Prairie Ave & Garfield Blvd,3
Blackstone Ave & Hyde Park Blvd,Princeton Ave & 47th St,6
Blackstone Ave & Hyde Park Blvd,Princeton Ave & Garfield Blvd,9
Blackstone Ave & Hyde Park Blvd,Racine Ave & 18th St,1
Blackstone Ave & Hyde Park Blvd,Racine Ave & 35th St,3
Blackstone Ave & Hyde Park Blvd,Rhodes Ave & 32nd St,7
Blackstone Ave & Hyde Park Blvd,Rush St & Superior St,1
Blackstone Ave & Hyde Park Blvd,Shedd Aquarium,32
Blackstone Ave & Hyde Park Blvd,Sheffield Ave & Waveland Ave,1
Blackstone Ave & Hyde Park Blvd,Shore Dr & 55th St,203
Blackstone Ave & Hyde Park Blvd,South Shore Dr & 67th St,14
Blackstone Ave & Hyde Park Blvd,South Shore Dr & 71st St,21
Blackstone Ave & Hyde Park Blvd,South Shore Dr & 74th St,2
Blackstone Ave & Hyde Park Blvd,St. Clair St & Erie St,1
Blackstone Ave & Hyde Park Blvd,State St & 19th St,2
Blackstone Ave & Hyde Park Blvd,State St & 33rd St,194
Blackstone Ave & Hyde Park Blvd,State St & 35th St,7
Blackstone Ave & Hyde Park Blvd,State St & 54th St,4
Blackstone Ave & Hyde Park Blvd,State St & 79th St,1
Blackstone Ave & Hyde Park Blvd,State St & Harrison St,2
Blackstone Ave & Hyde Park Blvd,State St & Kinzie St,1
Blackstone Ave & Hyde Park Blvd,State St & Pershing Rd,3
Blackstone Ave & Hyde Park Blvd,State St & Randolph St,2
Blackstone Ave & Hyde Park Blvd,State St & Van Buren St,7
Blackstone Ave & Hyde Park Blvd,Stony Island Ave & 64th St,26
Blackstone Ave & Hyde Park Blvd,Stony Island Ave & 67th St,2
Blackstone Ave & Hyde Park Blvd,Stony Island Ave & 71st St,4
Blackstone Ave & Hyde Park Blvd,Stony Island Ave & 75th St,1
Blackstone Ave & Hyde Park Blvd,Stony Island Ave & 82nd St,1
Blackstone Ave & Hyde Park Blvd,Streeter Dr & Grand Ave,31
Blackstone Ave & Hyde Park Blvd,Theater on the Lake,3
Blackstone Ave & Hyde Park Blvd,Throop St & 52nd St,1
Blackstone Ave & Hyde Park Blvd,Troy St & North Ave,1
Blackstone Ave & Hyde Park Blvd,University Ave & 57th St,434
Blackstone Ave & Hyde Park Blvd,Unknown,206
Blackstone Ave & Hyde Park Blvd,Vernon Ave & 75th St,2
Blackstone Ave & Hyde Park Blvd,Wabash Ave & 9th St,5
Blackstone Ave & Hyde Park Blvd,Wabash Ave & Adams St,1
Blackstone Ave & Hyde Park Blvd,Wabash Ave & Cermak Rd,1
Blackstone Ave & Hyde Park Blvd,Wabash Ave & Grand Ave,2
Blackstone Ave & Hyde Park Blvd,Wabash Ave & Roosevelt Rd,7
Blackstone Ave & Hyde Park Blvd,Wacker Dr & Washington St,1
Blackstone Ave & Hyde Park Blvd,Wallace St & 35th St,4
Blackstone Ave & Hyde Park Blvd,Wells St & 19th St,2
Blackstone Ave & Hyde Park Blvd,Wells St & Concord Ln,3
Blackstone Ave & Hyde Park Blvd,Wells St & Elm St,1
Blackstone Ave & Hyde Park Blvd,Wells St & Hubbard St,2
Blackstone Ave & Hyde Park Blvd,Wells St & Huron St,2
Blackstone Ave & Hyde Park Blvd,Wentworth Ave & 24th St (Temp),5
Blackstone Ave & Hyde Park Blvd,Wentworth Ave & 33rd St,4
Blackstone Ave & Hyde Park Blvd,Wentworth Ave & Cermak Rd,8
Blackstone Ave & Hyde Park Blvd,Wentworth Ave & Cermak Rd (Temp),2
Blackstone Ave & Hyde Park Blvd,Western Ave & Fillmore St,1
Blackstone Ave & Hyde Park Blvd,Western Blvd & 48th Pl,1
Blackstone Ave & Hyde Park Blvd,Wood St & 35th St,2
Blackstone Ave & Hyde Park Blvd,Woodlawn Ave & 55th St,75
Blackstone Ave & Hyde Park Blvd,Woodlawn Ave & Lake Park Ave,51
Blue Island Ave & 18th St,900 W Harrison St,43
Blue Island Ave & 18th St,Aberdeen St & Jackson Blvd,51
Blue Island Ave & 18th St,Aberdeen St & Monroe St,9
Blue Island Ave & 18th St,Aberdeen St & Randolph St,11
Blue Island Ave & 18th St,Ada St & Washington Blvd,11
Blue Island Ave & 18th St,Adler Planetarium,27
Blue Island Ave & 18th St,Albany Ave & 26th St,8
Blue Island Ave & 18th St,Albany Ave & Bloomingdale Ave,2
Blue Island Ave & 18th St,Archer (Damen) Ave & 37th St,3
Blue Island Ave & 18th St,Ashland Ave & 13th St,32
Blue Island Ave & 18th St,Ashland Ave & 50th St,1
Blue Island Ave & 18th St,Ashland Ave & Archer Ave,19
Blue Island Ave & 18th St,Ashland Ave & Augusta Blvd,56
Blue Island Ave & 18th St,Ashland Ave & Blackhawk St,3
Blue Island Ave & 18th St,Ashland Ave & Chicago Ave,5
