start_station_name,end_station_name,Count of ride_id
2112 W Peterson Ave,2112 W Peterson Ave,84
2112 W Peterson Ave,Albany Ave & Montrose Ave,1
2112 W Peterson Ave,Ashland Ave & Augusta Blvd,1
2112 W Peterson Ave,Ashland Ave & Belle Plaine Ave,2
2112 W Peterson Ave,Ashland Ave & Chicago Ave,1
2112 W Peterson Ave,Avers Ave & Belmont Ave,3
2112 W Peterson Ave,Bosworth Ave & Howard St,1
2112 W Peterson Ave,Broadway & Argyle St,3
2112 W Peterson Ave,Broadway & Berwyn Ave,10
2112 W Peterson Ave,Broadway & Granville Ave,20
2112 W Peterson Ave,Broadway & Ridge Ave,24
2112 W Peterson Ave,Broadway & Sheridan Rd,1
2112 W Peterson Ave,Broadway & Thorndale Ave,16
2112 W Peterson Ave,Broadway & Waveland Ave,3
2112 W Peterson Ave,Broadway & Wilson - Truman College Vaccination Site,1
2112 W Peterson Ave,Broadway & Wilson Ave,9
2112 W Peterson Ave,Budlong Woods Library,6
2112 W Peterson Ave,California Ave & Fletcher St,2
2112 W Peterson Ave,Campbell Ave & Montrose Ave,2
2112 W Peterson Ave,Cannon Dr & Fullerton Ave,2
2112 W Peterson Ave,Chicago Ave & Washington St,3
2112 W Peterson Ave,Christiana Ave & Lawrence Ave,1
2112 W Peterson Ave,Clarendon Ave & Junior Ter,1
2112 W Peterson Ave,Clarendon Ave & Leland Ave,2
2112 W Peterson Ave,Clark St & Berwyn Ave,13
2112 W Peterson Ave,Clark St & Bryn Mawr Ave,31
2112 W Peterson Ave,Clark St & Columbia Ave,3
2112 W Peterson Ave,Clark St & Elmdale Ave,15
2112 W Peterson Ave,Clark St & Grace St,4
2112 W Peterson Ave,Clark St & Leland Ave,5
2112 W Peterson Ave,Clark St & Lunt Ave,7
2112 W Peterson Ave,Clark St & Montrose Ave,2
2112 W Peterson Ave,Clark St & Schreiber Ave,16
2112 W Peterson Ave,Clark St & Touhy Ave,2
2112 W Peterson Ave,Clark St & Wellington Ave,1
2112 W Peterson Ave,Clark St & Winnemac Ave,5
2112 W Peterson Ave,Clifton Ave & Armitage Ave,2
2112 W Peterson Ave,Damen Ave & Clybourn Ave,1
2112 W Peterson Ave,Damen Ave & Foster Ave,23
2112 W Peterson Ave,Damen Ave & Leland Ave,6
2112 W Peterson Ave,Damen Ave & Sunnyside Ave,3
2112 W Peterson Ave,Drake Ave & Montrose Ave,1
2112 W Peterson Ave,Dusable Harbor,1
2112 W Peterson Ave,Francisco Ave & Foster Ave,5
2112 W Peterson Ave,Franklin St & Jackson Blvd,2
2112 W Peterson Ave,Glenwood Ave & Morse Ave,19
2112 W Peterson Ave,Glenwood Ave & Touhy Ave,6
2112 W Peterson Ave,Greenview Ave & Fullerton Ave,1
2112 W Peterson Ave,Greenview Ave & Jarvis Ave,7
2112 W Peterson Ave,Hoyne Ave & Balmoral Ave,6
2112 W Peterson Ave,Kedzie Ave & Bryn Mawr Ave,12
2112 W Peterson Ave,Kedzie Ave & Foster Ave,2
2112 W Peterson Ave,Kedzie Ave & Leland Ave,4
2112 W Peterson Ave,Kimball Ave & Belmont Ave,2
2112 W Peterson Ave,Lake Shore Dr & Monroe St,1
2112 W Peterson Ave,Lakefront Trail & Bryn Mawr Ave,7
2112 W Peterson Ave,Larrabee St & Armitage Ave,1
2112 W Peterson Ave,Larrabee St & Webster Ave,1
2112 W Peterson Ave,Leavitt St & Chicago Ave,3
2112 W Peterson Ave,Leavitt St & Lawrence Ave,5
2112 W Peterson Ave,Lincoln Ave & Diversey Pkwy,1
2112 W Peterson Ave,Lincoln Ave & Fullerton Ave,2
2112 W Peterson Ave,Lincoln Ave & Sunnyside Ave,2
2112 W Peterson Ave,Lincoln Ave & Waveland Ave,1
2112 W Peterson Ave,Lincoln Ave & Winona St,22
2112 W Peterson Ave,Logan Blvd & Elston Ave,2
2112 W Peterson Ave,Manor Ave & Leland Ave,2
2112 W Peterson Ave,Maplewood Ave & Peterson Ave,14
2112 W Peterson Ave,Marine Dr & Ainslie St,52
2112 W Peterson Ave,Milwaukee Ave & Cuyler Ave,2
2112 W Peterson Ave,Oakley Ave & Touhy Ave,2
2112 W Peterson Ave,Paulina St & Howard St,2
2112 W Peterson Ave,Pine Grove Ave & Waveland Ave,1
2112 W Peterson Ave,Pulaski Rd & Eddy St (Temp),1
2112 W Peterson Ave,Racine Ave & Belmont Ave,4
2112 W Peterson Ave,Racine Ave & Fullerton Ave,1
2112 W Peterson Ave,Ravenswood Ave & Berteau Ave,3
2112 W Peterson Ave,Ravenswood Ave & Irving Park Rd,5
2112 W Peterson Ave,Ravenswood Ave & Lawrence Ave,15
2112 W Peterson Ave,Ridge Blvd & Howard St,4
2112 W Peterson Ave,Ridge Blvd & Touhy Ave,5
2112 W Peterson Ave,Rockwell St & Eastwood Ave,2
2112 W Peterson Ave,Sheffield Ave & Kingsbury St,1
2112 W Peterson Ave,Sheffield Ave & Waveland Ave,12
2112 W Peterson Ave,Sheffield Ave & Willow St,3
2112 W Peterson Ave,Sheridan Rd & Columbia Ave,10
2112 W Peterson Ave,Sheridan Rd & Greenleaf Ave,10
2112 W Peterson Ave,Sheridan Rd & Loyola Ave,22
2112 W Peterson Ave,Sheridan Rd & Montrose Ave,3
2112 W Peterson Ave,Southport Ave & Clark St,2
2112 W Peterson Ave,Southport Ave & Roscoe St,1
2112 W Peterson Ave,Southport Ave & Waveland Ave,2
2112 W Peterson Ave,St. Louis Ave & Balmoral Ave,1
2112 W Peterson Ave,Unknown,95
2112 W Peterson Ave,Warren Park East,107
2112 W Peterson Ave,Warren Park West,21
2112 W Peterson Ave,Washtenaw Ave & Lawrence Ave,17
2112 W Peterson Ave,Western Ave & Granville Ave,24
2112 W Peterson Ave,Western Ave & Howard St,9
2112 W Peterson Ave,Western Ave & Leland Ave,11
2112 W Peterson Ave,Western Ave & Lunt Ave,17
2112 W Peterson Ave,Western Ave & Roscoe St,1
2112 W Peterson Ave,Winchester (Ravenswood) Ave & Balmoral Ave,10
2112 W Peterson Ave,Winthrop Ave & Lawrence Ave,3
2112 W Peterson Ave,Wolcott (Ravenswood) Ave & Montrose Ave,5
63rd St Beach,63rd St Beach,1148
63rd St Beach,Aberdeen St & Monroe St,1
63rd St Beach,Adler Planetarium,4
63rd St Beach,Ashland Ave & 69th St,3
63rd St Beach,Baltimore Ave & 87th St,1
63rd St Beach,Blackstone Ave & Hyde Park Blvd,10
63rd St Beach,Buckingham Fountain,4
63rd St Beach,Burnham Harbor,90
63rd St Beach,Calumet Ave & 18th St,25
63rd St Beach,Clark St & Chicago Ave,1
63rd St Beach,Clark St & Drummond Pl,3
63rd St Beach,Clark St & Lincoln Ave,1
63rd St Beach,Clinton St & Madison St,1
63rd St Beach,Columbus Dr & Randolph St,1
63rd St Beach,Commercial Ave & 83rd St,4
63rd St Beach,Cornell Ave & Hyde Park Blvd,53
63rd St Beach,Cornell Dr & Hayes Dr,27
63rd St Beach,Cottage Grove Ave & 43rd St,4
63rd St Beach,Cottage Grove Ave & 47th St,5
63rd St Beach,Cottage Grove Ave & 51st St,5
63rd St Beach,Cottage Grove Ave & 63rd St,9
63rd St Beach,Cottage Grove Ave & 67th St,7
63rd St Beach,Cottage Grove Ave & Oakwood Blvd,16
63rd St Beach,Damen Ave & Madison St,1
63rd St Beach,Delano Ct & Roosevelt Rd,1
63rd St Beach,Desplaines St & Jackson Blvd,4
63rd St Beach,Dorchester Ave & 63rd St,21
63rd St Beach,DuSable Museum,5
63rd St Beach,Eberhart Ave & 61st St,2
63rd St Beach,Ellis Ave & 53rd St,12
63rd St Beach,Ellis Ave & 55th St,11
63rd St Beach,Ellis Ave & 58th St,4
63rd St Beach,Ellis Ave & 60th St,12
63rd St Beach,Emerald Ave & 28th St,1
63rd St Beach,Emerald Ave & 31st St,1
63rd St Beach,Exchange Ave & 79th St,3
63rd St Beach,Fairbanks Ct & Grand Ave,4
63rd St Beach,Field Blvd & South Water St,4
63rd St Beach,Field Museum,1
63rd St Beach,Fort Dearborn Dr & 31st St,63
63rd St Beach,Greenwood Ave & 47th St,6
63rd St Beach,Greenwood Ave & 79th St,2
63rd St Beach,Halsted St & 35th St,2
63rd St Beach,Halsted St & Roosevelt Rd,1
63rd St Beach,Harper Ave & 59th St,20
63rd St Beach,Indiana Ave & 26th St,1
63rd St Beach,Indiana Ave & 31st St,11
63rd St Beach,Indiana Ave & Roosevelt Rd,7
63rd St Beach,Jeffery Blvd & 67th St,27
63rd St Beach,Jeffery Blvd & 71st St,14
63rd St Beach,Jeffery Blvd & 76th St,3
63rd St Beach,Kimbark Ave & 53rd St,25
63rd St Beach,Lake Park Ave & 35th St,16
63rd St Beach,Lake Park Ave & 47th St,13
63rd St Beach,Lake Park Ave & 53rd St,38
63rd St Beach,Lake Park Ave & 56th St,51
63rd St Beach,Lake Shore Dr & Monroe St,24
63rd St Beach,Lake Shore Dr & North Blvd,2
63rd St Beach,Lake Shore Dr & Ohio St,2
63rd St Beach,Lake Shore Dr & Wellington Ave,2
63rd St Beach,Lakefront Trail & Bryn Mawr Ave,1
63rd St Beach,Lakefront Trail & Wilson Ave,1
63rd St Beach,Lakeview Ave & Fullerton Pkwy,1
63rd St Beach,Leavitt St & Armitage Ave,1
63rd St Beach,Marshfield Ave & Cortland St,1
63rd St Beach,McClurg Ct & Erie St,1
63rd St Beach,McClurg Ct & Illinois St,3
63rd St Beach,Michigan Ave & 14th St,6
63rd St Beach,Michigan Ave & 18th St,2
63rd St Beach,Michigan Ave & 8th St,1
63rd St Beach,Michigan Ave & Jackson Blvd,1
63rd St Beach,Michigan Ave & Oak St,4
63rd St Beach,Mies van der Rohe Way & Chicago Ave,2
63rd St Beach,Millennium Park,1
63rd St Beach,Milwaukee Ave & Wabansia Ave,2
63rd St Beach,MLK Jr Dr & 29th St,1
63rd St Beach,MLK Jr Dr & 47th St,2
63rd St Beach,MLK Jr Dr & 56th St,1
63rd St Beach,MLK Jr Dr & Pershing Rd,5
63rd St Beach,Morgan Ave & 14th Pl,1
63rd St Beach,Morgan St & 18th St,1
63rd St Beach,Morgan St & 31st St,1
63rd St Beach,Museum of Science and Industry,92
63rd St Beach,Paulina St & 18th St,1
63rd St Beach,Peoria St & Jackson Blvd,2
63rd St Beach,Phillips Ave & 79th St,2
63rd St Beach,Phillips Ave & 83rd St,2
63rd St Beach,Prairie Ave & 43rd St,2
63rd St Beach,Prairie Ave & Garfield Blvd,1
63rd St Beach,Racine Ave & 35th St,1
63rd St Beach,Rainbow Beach,12
63rd St Beach,Rhodes Ave & 32nd St,2
63rd St Beach,Shedd Aquarium,9
63rd St Beach,Sheridan Rd & Lawrence Ave,2
63rd St Beach,Shields Ave & 31st St,1
63rd St Beach,Shore Dr & 55th St,106
63rd St Beach,South Chicago Ave & 83rd St,1
63rd St Beach,South Shore Dr & 67th St,72
63rd St Beach,South Shore Dr & 71st St,68
63rd St Beach,South Shore Dr & 74th St,28
63rd St Beach,State St & 33rd St,3
63rd St Beach,State St & Harrison St,1
63rd St Beach,State St & Kinzie St,1
63rd St Beach,State St & Pershing Rd,1
63rd St Beach,State St & Randolph St,1
63rd St Beach,Stockton Dr & Wrightwood Ave,1
63rd St Beach,Stony Island Ave & 64th St,14
63rd St Beach,Stony Island Ave & 67th St,11
63rd St Beach,Stony Island Ave & 71st St,11
63rd St Beach,Streeter Dr & Grand Ave,5
63rd St Beach,Theater on the Lake,1
63rd St Beach,University Ave & 57th St,21
63rd St Beach,Unknown,53
63rd St Beach,Wabash Ave & 16th St,2
63rd St Beach,Wabash Ave & 9th St,64
63rd St Beach,Wabash Ave & Grand Ave,1
63rd St Beach,Wabash Ave & Roosevelt Rd,1
63rd St Beach,Wallace St & 35th St,8
63rd St Beach,Wentworth Ave & 24th St (Temp),4
63rd St Beach,Wentworth Ave & 33rd St,2
63rd St Beach,Wentworth Ave & Cermak Rd,5
63rd St Beach,Woodlawn Ave & 55th St,15
63rd St Beach,Woodlawn Ave & Lake Park Ave,1
63rd St Beach,Yates Blvd & 75th St,17
900 W Harrison St,900 W Harrison St,358
900 W Harrison St,Aberdeen St & Jackson Blvd,118
900 W Harrison St,Aberdeen St & Monroe St,19
900 W Harrison St,Aberdeen St & Randolph St,20
900 W Harrison St,Ada St & Washington Blvd,15
900 W Harrison St,Adler Planetarium,24
900 W Harrison St,Albany Ave & 26th St,2
900 W Harrison St,Albany Ave & Bloomingdale Ave,1
900 W Harrison St,Artesian Ave & Hubbard St,7
900 W Harrison St,Ashland Ave & 13th St,11
900 W Harrison St,Ashland Ave & Augusta Blvd,5
900 W Harrison St,Ashland Ave & Blackhawk St,31
900 W Harrison St,Ashland Ave & Chicago Ave,3
900 W Harrison St,Ashland Ave & Division St,4
900 W Harrison St,Ashland Ave & Grand Ave,3
900 W Harrison St,Benson Ave & Church St,2
900 W Harrison St,Blue Island Ave & 18th St,50
900 W Harrison St,Broadway & Argyle St,3
900 W Harrison St,Broadway & Belmont Ave,7
900 W Harrison St,Broadway & Cornelia Ave,6
900 W Harrison St,Broadway & Sheridan Rd,1
900 W Harrison St,Broadway & Waveland Ave,1
900 W Harrison St,Broadway & Wilson Ave,1
900 W Harrison St,Buckingham Fountain,3
900 W Harrison St,Burnham Harbor,4
900 W Harrison St,California Ave & 23rd Pl,7
900 W Harrison St,California Ave & Fletcher St,2
900 W Harrison St,California Ave & Milwaukee Ave,1
900 W Harrison St,Calumet Ave & 18th St,2
900 W Harrison St,Canal St & Adams St,5
900 W Harrison St,Canal St & Harrison St,9
900 W Harrison St,Canal St & Jackson Blvd,5
900 W Harrison St,Canal St & Madison St,1
900 W Harrison St,Canal St & Monroe St,1
900 W Harrison St,Canal St & Taylor St,24
900 W Harrison St,Carpenter St & Huron St,3
900 W Harrison St,Central Ave & Lake St,1
900 W Harrison St,Central Park Ave & Bloomingdale Ave,1
900 W Harrison St,Central Park Ave & Elbridge Ave,1
900 W Harrison St,Cherry Ave & Blackhawk St,2
900 W Harrison St,Cityfront Plaza Dr & Pioneer Ct,8
900 W Harrison St,Clarendon Ave & Junior Ter,2
900 W Harrison St,Clark St & 9th St (AMLI),8
900 W Harrison St,Clark St & Bryn Mawr Ave,1
900 W Harrison St,Clark St & Drummond Pl,1
900 W Harrison St,Clark St & Elm St,29
900 W Harrison St,Clark St & Ida B Wells Dr,6
900 W Harrison St,Clark St & Lake St,5
900 W Harrison St,Clark St & Lincoln Ave,1
900 W Harrison St,Clark St & Randolph St,1
900 W Harrison St,Clark St & Wellington Ave,6
900 W Harrison St,Clark St & Wrightwood Ave,2
900 W Harrison St,Clinton St & 18th St,15
900 W Harrison St,Clinton St & Jackson Blvd,16
900 W Harrison St,Clinton St & Lake St,14
900 W Harrison St,Clinton St & Madison St,28
900 W Harrison St,Clinton St & Polk St,5
900 W Harrison St,Clinton St & Roosevelt Rd,85
900 W Harrison St,Clinton St & Tilden St,5
900 W Harrison St,Clinton St & Washington Blvd,5
900 W Harrison St,Clybourn Ave & Division St,1
900 W Harrison St,Columbus Dr & Randolph St,3
900 W Harrison St,Conservatory Dr & Lake St,1
900 W Harrison St,Cornell Ave & Hyde Park Blvd,1
900 W Harrison St,Cottage Grove Ave & Oakwood Blvd,1
900 W Harrison St,Daley Center Plaza,6
900 W Harrison St,Damen Ave & Chicago Ave,2
900 W Harrison St,Damen Ave & Cortland St,1
900 W Harrison St,Damen Ave & Cullerton St,9
900 W Harrison St,Damen Ave & Madison St,2
900 W Harrison St,Damen Ave & Walnut (Lake) St,3
900 W Harrison St,Dayton St & North Ave,5
900 W Harrison St,Dearborn Pkwy & Delaware Pl,8
900 W Harrison St,Dearborn St & Adams St,2
900 W Harrison St,Dearborn St & Erie St,10
900 W Harrison St,Dearborn St & Monroe St,7
900 W Harrison St,Dearborn St & Van Buren St,8
900 W Harrison St,Delano Ct & Roosevelt Rd,13
900 W Harrison St,Desplaines St & Jackson Blvd,33
900 W Harrison St,Desplaines St & Kinzie St,9
900 W Harrison St,Desplaines St & Randolph St,12
900 W Harrison St,Dorchester Ave & 49th St,1
900 W Harrison St,Drake Ave & Fullerton Ave,2
900 W Harrison St,Dusable Harbor,4
900 W Harrison St,Eckhart Park,5
900 W Harrison St,Elizabeth (May) St & Fulton St,11
900 W Harrison St,Emerald Ave & 28th St,11
900 W Harrison St,Emerald Ave & 31st St,6
900 W Harrison St,Fairbanks Ct & Grand Ave,7
900 W Harrison St,Fairbanks St & Superior St,1
900 W Harrison St,Fairfield Ave & Roosevelt Rd,1
900 W Harrison St,Federal St & Polk St,36
900 W Harrison St,Field Blvd & South Water St,9
900 W Harrison St,Field Museum,5
900 W Harrison St,Financial Pl & Ida B Wells Dr,13
900 W Harrison St,Fort Dearborn Dr & 31st St,5
900 W Harrison St,Franklin St & Adams St (Temp),2
900 W Harrison St,Franklin St & Chicago Ave,1
900 W Harrison St,Franklin St & Illinois St,4
900 W Harrison St,Franklin St & Jackson Blvd,21
900 W Harrison St,Franklin St & Lake St,14
900 W Harrison St,Franklin St & Monroe St,4
900 W Harrison St,Green St & Madison St,63
900 W Harrison St,Green St & Randolph St,44
900 W Harrison St,Halsted St & 18th St,19
900 W Harrison St,Halsted St & 21st St,11
900 W Harrison St,Halsted St & 35th St,2
900 W Harrison St,Halsted St & Archer Ave,24
900 W Harrison St,Halsted St & Clybourn Ave,6
900 W Harrison St,Halsted St & Dickens Ave,3
900 W Harrison St,Halsted St & Maxwell St,102
900 W Harrison St,Halsted St & North Branch St,2
900 W Harrison St,Halsted St & Polk St,233
900 W Harrison St,Halsted St & Roosevelt Rd,96
900 W Harrison St,Halsted St & Roscoe St,3
900 W Harrison St,Halsted St & Willow St,2
900 W Harrison St,Halsted St & Wrightwood Ave,2
900 W Harrison St,Hermitage Ave & Polk St,79
900 W Harrison St,Honore St & Division St,2
900 W Harrison St,Humboldt Blvd & Armitage Ave,1
900 W Harrison St,Indiana Ave & 26th St,2
900 W Harrison St,Indiana Ave & Roosevelt Rd,24
900 W Harrison St,Jefferson St & Monroe St,45
900 W Harrison St,Kedzie Ave & 21st St,1
900 W Harrison St,Kedzie Ave & Harrison St,1
900 W Harrison St,Kedzie Ave & Milwaukee Ave,1
900 W Harrison St,Kedzie Ave & Palmer Ct,1
900 W Harrison St,Kedzie Ave & Roosevelt Rd,1
900 W Harrison St,Keystone Ave & Fullerton Ave,2
900 W Harrison St,Keystone Ave & Montrose Ave,1
900 W Harrison St,Kingsbury St & Erie St,2
900 W Harrison St,Kingsbury St & Kinzie St,13
900 W Harrison St,Laflin St & Cullerton St,13
900 W Harrison St,Lake Shore Dr & Monroe St,42
900 W Harrison St,Lake Shore Dr & North Blvd,13
900 W Harrison St,Lake Shore Dr & Ohio St,4
900 W Harrison St,Lakefront Trail & Bryn Mawr Ave,1
900 W Harrison St,Lakeview Ave & Fullerton Pkwy,1
900 W Harrison St,Larrabee St & Armitage Ave,2
900 W Harrison St,Larrabee St & Oak St,1
900 W Harrison St,LaSalle Dr & Huron St,1
900 W Harrison St,LaSalle St & Adams St,5
900 W Harrison St,LaSalle St & Illinois St,6
900 W Harrison St,LaSalle St & Jackson Blvd,4
900 W Harrison St,LaSalle St & Washington St,12
900 W Harrison St,Leavitt St & Division St,1
900 W Harrison St,Lincoln Ave & Belle Plaine Ave,4
900 W Harrison St,Lincoln Ave & Diversey Pkwy,1
900 W Harrison St,Lincoln Ave & Roscoe St,2
900 W Harrison St,Loomis St & Archer Ave,1
900 W Harrison St,Loomis St & Jackson Blvd,24
900 W Harrison St,Loomis St & Lexington St,147
900 W Harrison St,Malcolm X College,1
900 W Harrison St,May St & Cullerton St,10
900 W Harrison St,May St & Taylor St,152
900 W Harrison St,McClurg Ct & Erie St,2
900 W Harrison St,McClurg Ct & Illinois St,2
900 W Harrison St,Michigan Ave & 14th St,12
900 W Harrison St,Michigan Ave & 18th St,1
900 W Harrison St,Michigan Ave & 8th St,20
900 W Harrison St,Michigan Ave & Ida B Wells Dr,7
900 W Harrison St,Michigan Ave & Jackson Blvd,14
900 W Harrison St,Michigan Ave & Lake St,12
900 W Harrison St,Michigan Ave & Oak St,8
900 W Harrison St,Michigan Ave & Pearson St,4
900 W Harrison St,Michigan Ave & Washington St,11
900 W Harrison St,Mies van der Rohe Way & Chestnut St,2
900 W Harrison St,Mies van der Rohe Way & Chicago Ave,2
900 W Harrison St,Millennium Park,23
900 W Harrison St,Milwaukee Ave & Grand Ave,13
900 W Harrison St,Milwaukee Ave & Rockwell St,1
900 W Harrison St,Milwaukee Ave & Wabansia Ave,4
900 W Harrison St,Montrose Harbor,2
900 W Harrison St,Morgan Ave & 14th Pl,99
900 W Harrison St,Morgan St & 18th St,34
900 W Harrison St,Morgan St & 31st St,6
900 W Harrison St,Morgan St & Lake St,52
900 W Harrison St,Morgan St & Polk St,91
900 W Harrison St,Museum of Science and Industry,1
900 W Harrison St,Noble St & Milwaukee Ave,5
900 W Harrison St,Ogden Ave & Chicago Ave,2
900 W Harrison St,Ogden Ave & Congress Pkwy,5
900 W Harrison St,Ogden Ave & Race Ave,3
900 W Harrison St,Ogden Ave & Roosevelt Rd,5
900 W Harrison St,Orleans St & Elm St,1
900 W Harrison St,Orleans St & Hubbard St,2
900 W Harrison St,Orleans St & Merchandise Mart Plaza,1
900 W Harrison St,Paulina St & 18th St,8
900 W Harrison St,Paulina St & Flournoy St,75
900 W Harrison St,Peoria St & Jackson Blvd,77
900 W Harrison St,Pine Grove Ave & Irving Park Rd,1
900 W Harrison St,Pulaski Rd & Congress Pkwy,2
900 W Harrison St,Racine Ave & 13th St,3
900 W Harrison St,Racine Ave & 15th St,3
900 W Harrison St,Racine Ave & 18th St,70
900 W Harrison St,Racine Ave & Congress Pkwy,52
900 W Harrison St,Racine Ave & Randolph St,2
900 W Harrison St,Racine Ave & Washington Blvd,7
900 W Harrison St,Rhodes Ave & 32nd St,1
900 W Harrison St,Rush St & Cedar St,3
900 W Harrison St,Rush St & Hubbard St,5
900 W Harrison St,Rush St & Superior St,1
900 W Harrison St,Sangamon St & Washington Blvd,28
900 W Harrison St,Sedgwick St & Huron St,1
900 W Harrison St,Sedgwick St & Schiller St,2
900 W Harrison St,Shedd Aquarium,13
900 W Harrison St,Sheffield Ave & Fullerton Ave,2
900 W Harrison St,Sheffield Ave & Kingsbury St,2
900 W Harrison St,Sheffield Ave & Waveland Ave,1
900 W Harrison St,Sheffield Ave & Webster Ave,1
900 W Harrison St,Sheffield Ave & Wrightwood Ave,1
900 W Harrison St,Sheridan Rd & Columbia Ave,1
900 W Harrison St,Sheridan Rd & Irving Park Rd,1
900 W Harrison St,Shields Ave & 31st St,3
900 W Harrison St,Shore Dr & 55th St,1
900 W Harrison St,Southport Ave & Belmont Ave,1
900 W Harrison St,Southport Ave & Roscoe St,7
900 W Harrison St,St. Clair St & Erie St,4
900 W Harrison St,State St & 19th St,13
900 W Harrison St,State St & Harrison St,18
900 W Harrison St,State St & Kinzie St,4
900 W Harrison St,State St & Pearson St,1
900 W Harrison St,State St & Randolph St,12
900 W Harrison St,State St & Van Buren St,12
900 W Harrison St,Stave St & Armitage Ave,1
900 W Harrison St,Stetson Ave & South Water St,3
900 W Harrison St,Streeter Dr & Grand Ave,19
900 W Harrison St,Theater on the Lake,7
900 W Harrison St,Throop (Loomis) St & Taylor St,41
900 W Harrison St,Throop St & Taylor St,20
900 W Harrison St,Unknown,83
900 W Harrison St,Wabash Ave & 16th St,5
900 W Harrison St,Wabash Ave & 9th St,6
900 W Harrison St,Wabash Ave & Adams St,11
900 W Harrison St,Wabash Ave & Grand Ave,6
900 W Harrison St,Wabash Ave & Roosevelt Rd,22
900 W Harrison St,Wabash Ave & Wacker Pl,11
900 W Harrison St,Wacker Dr & Washington St,3
900 W Harrison St,Wallace St & 35th St,4
900 W Harrison St,Washtenaw Ave & Ogden Ave,1
900 W Harrison St,Wells St & 19th St,1
900 W Harrison St,Wells St & Concord Ln,2
900 W Harrison St,Wells St & Elm St,3
900 W Harrison St,Wells St & Hubbard St,2
900 W Harrison St,Wells St & Huron St,2
900 W Harrison St,Wells St & Polk St,19
900 W Harrison St,Wentworth Ave & 33rd St,1
900 W Harrison St,Wentworth Ave & Cermak Rd,4
900 W Harrison St,Western Ave & 21st St,19
900 W Harrison St,Western Ave & 24th St,3
900 W Harrison St,Western Ave & Congress Pkwy,24
900 W Harrison St,Western Ave & Division St,1
900 W Harrison St,Western Ave & Fillmore St,24
900 W Harrison St,Western Ave & Fillmore St (*),3
900 W Harrison St,Western Ave & Monroe St,3
900 W Harrison St,Western Ave & Winnebago Ave,1
900 W Harrison St,Wilton Ave & Diversey Pkwy,2
900 W Harrison St,Wolcott Ave & Polk St,91
900 W Harrison St,Wood St & Augusta Blvd,1
900 W Harrison St,Wood St & Chicago Ave,2
900 W Harrison St,Wood St & Hubbard St,2
900 W Harrison St,Wood St & Milwaukee Ave,4
900 W Harrison St,Wood St & Taylor St,20
900 W Harrison St,Wood St & Taylor St (Temp),25
Aberdeen St & Jackson Blvd,900 W Harrison St,124
Aberdeen St & Jackson Blvd,Aberdeen St & Jackson Blvd,542
Aberdeen St & Jackson Blvd,Aberdeen St & Monroe St,107
Aberdeen St & Jackson Blvd,Aberdeen St & Randolph St,150
Aberdeen St & Jackson Blvd,Ada St & Washington Blvd,176
Aberdeen St & Jackson Blvd,Adler Planetarium,13
Aberdeen St & Jackson Blvd,Albany Ave & Montrose Ave,1
Aberdeen St & Jackson Blvd,Artesian Ave & Hubbard St,12
Aberdeen St & Jackson Blvd,Ashland Ave & 13th St,46
Aberdeen St & Jackson Blvd,Ashland Ave & Archer Ave,2
Aberdeen St & Jackson Blvd,Ashland Ave & Augusta Blvd,5
Aberdeen St & Jackson Blvd,Ashland Ave & Blackhawk St,11
Aberdeen St & Jackson Blvd,Ashland Ave & Chicago Ave,51
Aberdeen St & Jackson Blvd,Ashland Ave & Division St,36
Aberdeen St & Jackson Blvd,Ashland Ave & Grand Ave,25
Aberdeen St & Jackson Blvd,Ashland Ave & Lake St,18
Aberdeen St & Jackson Blvd,Ashland Ave & Pershing Rd,2
Aberdeen St & Jackson Blvd,Ashland Ave & Wellington Ave,1
Aberdeen St & Jackson Blvd,Benson Ave & Church St,1
Aberdeen St & Jackson Blvd,Bissell St & Armitage Ave,2
Aberdeen St & Jackson Blvd,Blackstone Ave & Hyde Park Blvd,1
Aberdeen St & Jackson Blvd,Blue Island Ave & 18th St,49
Aberdeen St & Jackson Blvd,Broadway & Barry Ave,8
Aberdeen St & Jackson Blvd,Broadway & Belmont Ave,6
Aberdeen St & Jackson Blvd,Broadway & Cornelia Ave,4
Aberdeen St & Jackson Blvd,Broadway & Ridge Ave,1
Aberdeen St & Jackson Blvd,Broadway & Waveland Ave,1
Aberdeen St & Jackson Blvd,Broadway & Wilson Ave,15
Aberdeen St & Jackson Blvd,Buckingham Fountain,9
Aberdeen St & Jackson Blvd,Burling St & Diversey Pkwy,1
Aberdeen St & Jackson Blvd,Burling St (Halsted) & Diversey Pkwy (Temp),2
Aberdeen St & Jackson Blvd,Burnham Harbor,4
Aberdeen St & Jackson Blvd,California Ave & 21st St,2
Aberdeen St & Jackson Blvd,California Ave & 23rd Pl,3
Aberdeen St & Jackson Blvd,California Ave & 26th St,1
Aberdeen St & Jackson Blvd,California Ave & Cortez St,2
Aberdeen St & Jackson Blvd,California Ave & Francis Pl (Temp),1
Aberdeen St & Jackson Blvd,California Ave & Lake St,4
Aberdeen St & Jackson Blvd,California Ave & Milwaukee Ave,5
Aberdeen St & Jackson Blvd,Calumet Ave & 18th St,4
Aberdeen St & Jackson Blvd,Calumet Ave & 21st St,4
Aberdeen St & Jackson Blvd,Calumet Ave & 33rd St,4
Aberdeen St & Jackson Blvd,Calumet Ave & 35th St,1
